Date/Time,ZONE1:Zone Total Internal Total Heating Energy [J](Hourly),ZONE2:Zone Total Internal Total Heating Energy [J](Hourly),ZONE3:Zone Total Internal Total Heating Energy [J](Hourly),ZONE4:Zone Total Internal Total Heating Energy [J](Hourly),ZONE1:Zone People Occupant Count [](Hourly),ZONE1:Zone People Total Heating Energy [J](Hourly),ZONE2:Zone People Occupant Count [](Hourly),ZONE2:Zone People Total Heating Energy [J](Hourly),ZONE3:Zone People Occupant Count [](Hourly),ZONE3:Zone People Total Heating Energy [J](Hourly),ZONE4:Zone People Occupant Count [](Hourly),ZONE4:Zone People Total Heating Energy [J](Hourly),ZONE1:Zone Lights Total Heating Energy [J](Hourly),ZONE2:Zone Lights Total Heating Energy [J](Hourly),ZONE3:Zone Lights Total Heating Energy [J](Hourly),ZONE4:Zone Lights Total Heating Energy [J](Hourly),ZONE1:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE2:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE3:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE4:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE2:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE3:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE4:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE2:Zone Mean Radiant Temperature [C](Hourly),ZONE3:Zone Mean Radiant Temperature [C](Hourly),ZONE4:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE2:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE3:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE4:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE1:Zone Air Temperature [C](Hourly),ZONE1:Zone Air Relative Humidity [%](Hourly),ZONE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE2:Zone Air Temperature [C](Hourly),ZONE2:Zone Air Relative Humidity [%](Hourly),ZONE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE3:Zone Air Temperature [C](Hourly),ZONE3:Zone Air Relative Humidity [%](Hourly),ZONE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE4:Zone Air Temperature [C](Hourly),ZONE4:Zone Air Relative Humidity [%](Hourly),ZONE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE1:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE2:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE3:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE4:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly) 
 01/16  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.937412447572326,13.100010312447504,13.135348080323795,13.373596888975622,1.3928020564612649,1.1218780007009067,1.3928020427709165,1.1218779817067973,15.999999999999999,37.17426783738799,16.0,100.0,16.000000000000005,36.45529233679003,16.0,100.0,15.999999999999999,37.17426767037799,16.0,100.0,15.999999999999999,36.45529248793191,16.0,100.0,1720778.0481800482,312855.4829862266,12727892.574554459,0.0,1612712.5706398376,177943.04127127643,12726413.531061722,0.0,1502675.0020302339,312796.36421770518,12727892.574588515,0.0,1355637.7937744517,177903.4689351228,12726413.530994419,0.0,0.17788845918831285,0.17786726896615943,0.17788845918876973,0.17786726896527497 
 01/16  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55653525825259,12.712311400955386,12.719082178447252,12.943982838802788,1.6369195420363827,1.4969420500077036,1.6369195350170738,1.4969420449628348,15.999999999999999,37.826195620483868,16.0,100.0,16.000000000000015,37.4490705180684,16.0,100.0,16.000000000000005,37.826195430239739,16.0,100.0,15.999999999999993,37.449070898806308,16.0,100.0,2049375.5356042642,80855.88831792762,12245033.339740687,0.0,1989334.306476019,6004.560446202936,12243861.40836712,0.0,1841955.4396662533,80841.11305727989,12245033.339749724,0.0,1742810.1092843377,6003.244238145089,12243861.408369758,0.0,0.16957689801270768,0.16956664986265766,0.1695768980127439,0.16956664986283766 
 01/16  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.31120493424613,12.463171147457992,12.450444299796274,12.663343290020123,1.7009498624105895,1.7359655007534532,1.7009498581020235,1.7359654915018457,16.000000000000008,38.000170502680578,16.0,100.0,15.999999999999992,38.0956422835475,16.0,100.0,16.00000000000001,38.00017011487216,16.0,100.0,16.00000000000001,38.09564170805348,16.0,100.0,2274946.308856232,0.0,12054527.69050513,0.0,2173336.1630096884,0.0,12054686.100200758,0.0,2076707.6221816794,0.0,12054527.690500878,0.0,1939130.282459399,0.0,12054686.100212925,0.0,0.16918815709239375,0.16919073422787826,0.1691881570923436,0.16919073422799783 
 01/16  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.130513137948805,12.279397413018592,12.253137637599944,12.461118235186019,1.842358588588449,1.9263208895301556,1.8423585783973027,1.9263209098974646,15.999999999999992,38.387125190450657,16.0,100.0,16.000000000000015,38.61862911094571,16.0,100.0,16.000000000000005,38.38712498855297,16.0,100.0,16.000000000000026,38.61862912381312,16.0,100.0,2461218.6651022748,0.0,11871847.380030588,0.0,2338820.575652642,0.0,11872281.544335297,0.0,2268608.726689862,0.0,11871847.380021008,0.0,2108359.6563156025,0.0,11872281.544353713,0.0,0.1691577867441004,0.16916403364022485,0.16915778674396843,0.1691640336404828 
 01/17  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.977100096702829,12.125492627650763,12.091341876214445,12.293840503821779,1.5002666497239164,1.8590863112096006,1.5002666352769956,1.859086355643387,16.000000000000005,37.45935923333539,16.0,100.0,15.999999999999995,38.43285834388305,16.0,100.0,15.999999999999993,37.45935958809937,16.0,100.0,16.00000000000001,38.432858003947938,16.0,100.0,2902409.8775414756,0.0,11768683.755484747,0.0,2650134.0094811918,0.0,11770488.95726308,0.0,2716652.8530142267,0.0,11768683.755438138,0.0,2425321.7601537958,0.0,11770488.957357623,0.0,0.1806463305740965,0.18067701958381159,0.18064633057333125,0.1806770195853248 
 01/17  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.862732501299954,12.009236637389435,11.96578456981103,12.165460209168876,2.347374130384565,2.4449871646876408,2.3473741280774429,2.444987127993791,15.999999999999999,39.80952286427591,16.0,100.0,16.00000000000001,40.07588475172647,16.0,100.0,16.000000000000019,39.809522473677727,16.0,100.0,16.000000000000008,40.07588471268399,16.0,100.0,2601928.7466718486,131468.79419363873,11625139.455448669,0.0,2450735.5516959207,195774.18039894195,11626592.677630743,0.0,2417136.572572389,131447.69507244649,11625139.45544843,0.0,2225300.7775672564,195735.85024357076,11626592.67759151,0.0,0.17728247207157003,0.17729168040226049,0.17728247207180929,0.177291680401261 
 01/17  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.776133687928118,11.919630015147505,11.86571864931392,12.06160306439641,2.5693135307641667,2.4055367516356545,2.569313519457895,2.405536750254877,15.999999999999993,40.43110718733242,16.0,100.0,16.000000000000019,39.96176286911867,16.0,100.0,15.999999999999999,40.43110698537598,16.0,100.0,16.000000000000026,39.96176266569241,16.0,100.0,2599257.3886927657,129477.68332579018,11517301.136630167,0.0,2541303.741028579,25050.608458254257,11516147.4410316,0.0,2415439.9373236729,129457.03880498355,11517301.13664397,0.0,2316881.978493948,25045.691169452744,11516147.441012355,0.0,0.17009357348293567,0.17008079769729193,0.1700935734830411,0.170080797697251 
 01/17  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.709862001559273,11.850013380199523,11.786611457582544,11.976098755176052,2.637398662416645,2.7496475406237836,2.6373986467239467,2.749647529103468,16.0,40.62802221003454,16.0,100.0,16.000000000000019,40.95604766680649,16.0,100.0,16.000000000000008,40.628021790157628,16.0,100.0,16.000000000000008,40.95604748760447,16.0,100.0,2805692.684133167,0.0,11122014.912249905,0.0,2700756.0447617375,0.0,11122385.433907012,0.0,2627288.8429235836,0.0,11122014.912234404,0.0,2481122.0048326335,0.0,11122385.433948767,0.0,0.17030706740070723,0.17031602246176506,0.17030706740043465,0.1703160224624312 
 01/17  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.660040455027464,11.796409599678439,11.723836034689457,11.909093766270253,3.0969372972730246,3.2794818348019207,3.096937302448861,3.27948185164283,16.000000000000005,41.974130640773207,16.0,100.0,16.000000000000008,42.519375079484017,16.0,100.0,16.000000000000015,41.97413020697125,16.0,100.0,16.00000000000001,42.51937465557463,16.0,100.0,2824378.849683773,0.0,10743222.207570866,0.0,2637523.3357733988,0.0,10744384.794574472,0.0,2651132.6344521229,0.0,10743222.20755432,0.0,2420994.3919174086,0.0,10744384.794597699,0.0,0.16956122746724545,0.16957601856532612,0.16956122746705663,0.1695760185655472 
 01/17  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.785779708619906,12.902031203775616,12.766204700502295,12.937634602716758,3.3522635326386056,3.395182707735801,3.352263716062529,3.3951828415354137,19.992901952888024,33.24415274799115,20.0,24.0,19.994391051584289,33.342118490945299,20.0,24.0,19.993250722872689,33.243439770818948,20.0,24.0,19.99490837985422,33.34105737604622,20.0,24.0,5914849.47073619,228190.17997302555,13772234.684645502,0.0,5745733.287937081,228163.2624521237,13773909.121222854,0.0,5777760.951100254,228204.8510411461,13772515.466396254,0.0,5533646.945837289,228185.79228644674,13774324.862171762,0.0,0.17153340210952898,0.17153736355272154,0.17153360518743714,0.17153766477081337 
 01/17  07:00:00,843750.0,843750.0,843750.0,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.501472070656022,13.621244369047842,13.479871763459542,13.654871989608936,2.878528223291463,3.156592126100018,2.8785282207664379,3.156592158475503,20.0,32.13776114350891,20.0,24.0,19.999999999999994,32.775964103352098,20.0,24.0,20.0,32.13776081461895,20.0,24.0,20.000000000000005,32.775964133964,20.0,24.0,4294677.410623889,0.0,14559893.83607506,0.0,4305107.438152861,126937.38710442354,14561852.152010289,0.0,4163831.6199801347,0.0,14559893.835995539,0.0,4092550.6586012707,126913.6116607841,14561852.152132307,0.0,0.18334842842619845,0.18337438104193452,0.18334842842563296,0.1833743810432474 
 01/17  08:00:00,2463750.0,2463750.0,2463750.0,2463750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,14.35983608629004,14.480350321490898,14.365623495888798,14.545262429856808,2.418822361197023,2.4159917627912455,2.418822373168522,2.415991741147309,19.99999999999992,31.100861680337507,20.0,24.0,19.999999999999998,31.096526166468917,20.0,24.0,20.000000000000058,31.100860458139335,20.0,24.0,20.000000000000055,31.09652555702002,20.0,24.0,19284661.201235255,309283.1535684129,15262704.462059992,0.0,19294179.834237964,354605.6146122035,15263279.08790314,0.0,19148335.937512358,309246.95521060368,15262704.4620666,0.0,19088202.638015428,354543.556459387,15263279.087881286,0.0,0.19324725568876822,0.19324702307644937,0.1932472556889905,0.1932470230759956 
 01/17  09:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,72709.29214138008,61777.13014317331,47077.329525270485,59612.622612550964,14.933015165437743,15.052395785637808,14.956914117452186,15.147230246028544,2.591081944576892,2.6502750243453478,2.5910819500138806,2.650275038516083,19.99999999999989,31.48405047370223,20.0,24.0,19.999999999999927,31.61684511254967,20.0,24.0,20.000000000000026,31.484049853620296,20.0,24.0,20.000000000000005,31.616845430175393,20.0,24.0,18256963.11305601,685769.0276052608,15658935.7643322,0.0,18250499.618113717,720866.991443747,15659403.765650548,0.0,18114242.48887835,685685.8156511826,15658935.764313329,0.0,18038901.674372056,720736.9473297254,15659403.765670676,0.0,0.19296563682040977,0.19297158223421854,0.19296563682018545,0.19297158223448505 
 01/17  10:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,202007.8498251991,171629.25497439953,130783.43073364088,165283.81262766335,15.279434118574008,15.389403990282406,15.29483276841034,15.492496896615107,3.2366537107443937,3.098615813843115,3.2366537397703829,3.0986157963072928,19.999999999999859,32.963698356103858,20.0,24.0,20.00000000000007,32.6420736846258,20.0,24.0,20.000000000000126,32.963697065613569,20.0,24.0,19.999999999999948,32.64207431054981,20.0,24.0,18858939.282375538,961020.0088972417,15367586.360536471,0.0,18849099.609182694,882068.585388143,15366559.501962444,0.0,18722904.200935648,960908.8904748284,15367586.360576626,0.0,18633378.067087749,881906.7428204935,15366559.501915763,0.0,0.17983713209798517,0.17982486986488858,0.17983713209843159,0.17982486986435168 
 01/17  11:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,433522.18957387146,384175.6609844185,251414.67545962535,319422.67963778346,15.595360806687145,15.690828932154489,15.568997369269257,15.774976483741318,3.572700680047285,3.566478899583878,3.572700670598797,3.566478896958442,20.00000000000003,33.75086929488524,20.0,24.0,20.00000000000011,33.73674160965914,20.0,24.0,20.00000000000009,33.75086895929885,20.0,24.0,19.999999999999777,33.73674327784433,20.0,24.0,18652857.13768317,713144.0181953155,14735333.322290589,0.0,18645043.2092806,683509.4060638392,14734954.559498022,0.0,18551667.731901166,713081.4554143705,14735333.322289175,0.0,18445953.762092119,683393.5078645356,14734954.55950906,0.0,0.1715625503067076,0.17156205270129855,0.17156255030658777,0.17156205270153025 
 01/17  12:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,1001293.3593359727,919239.4005418648,448283.91117261766,588652.5176547179,15.961984969838137,16.035248454882198,15.769332520949027,16.002491608483465,3.7909231391999227,3.860645826589121,3.7909231209521869,3.8606458468885367,20.000000000000026,34.27497663576594,20.0,24.0,19.999999999999937,34.44454533890246,20.0,24.0,20.000000000000087,34.274976970370378,20.0,24.0,19.999999999999884,34.44454568385375,20.0,24.0,17939572.487122358,464959.38673863289,14143597.355547606,0.0,17937644.67572168,504661.85250227109,14144073.07911831,0.0,17975652.995664509,464971.13807536449,14143597.355529799,0.0,17833594.809738313,504615.774304156,14144073.07914076,0.0,0.17152455566042316,0.1715305236981707,0.17152455566020187,0.1715305236984361 
 01/17  13:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,1162012.3088053836,1025541.0168411507,493225.6173422398,637078.8872610948,16.308108931205397,16.3494830019489,15.988440532139562,16.226164402207055,4.901152551987647,5.26570123099161,4.901152453550585,5.265701186028459,20.0,37.07090936264825,20.0,24.0,20.000000000000197,38.032938388730638,20.0,24.0,19.999999999999948,37.07091005452876,20.0,24.0,20.00000000000004,38.03293953265854,20.0,24.0,15997542.07404659,43107.37907467501,12766016.189925246,0.0,15936232.929011006,190462.55116698493,12768388.209582406,0.0,16141693.97544993,43111.30660305098,12766016.189832988,0.0,15907028.46206763,190457.21734875925,12768388.209695092,0.0,0.17160043846758836,0.17163434150718827,0.1716004384663146,0.17163434150873559 
 01/17  14:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,1058642.5672329236,871737.8676028296,472751.083192749,570418.71788854,16.63351317339476,16.638966957213048,16.283222817266,16.495745472513165,6.695568548015488,7.0631807984573389,6.695568593573639,7.063180816653546,19.999999999999987,41.96755842185474,20.0,24.0,20.00000000000002,43.035995704418137,20.0,24.0,19.99999999999996,41.967559232981567,20.0,24.0,19.99999999999986,43.03599658182935,20.0,24.0,13293538.960347373,164481.35116274534,11125799.693667748,0.0,13317396.028392286,470530.09142812268,11128819.600572087,0.0,13471346.002155763,164506.82731075097,11125799.693582768,0.0,13312705.819699202,470528.581560505,11128819.600658536,0.0,0.1718322522049471,0.1718699959472146,0.17183225220391844,0.17186999594823597 
 01/17  15:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,839848.6233007149,627466.6595263613,379742.217497885,413948.96171545705,16.785850607978366,16.76572236579015,16.466659279540687,16.654616033394725,7.013666834512132,6.911771260561114,7.0136668746924,6.9117712321431699,19.999999999999955,42.88610936594026,20.0,24.0,19.99999999999994,42.5950254360579,20.0,24.0,19.99999999999995,42.886110240304109,20.0,24.0,19.999999999999998,42.59502499681446,20.0,24.0,12717637.933991928,990866.2449010873,10777262.467126012,0.0,12769965.8985318,983525.1874584421,10777179.38225797,0.0,12880561.113314497,991001.8267797958,10777262.467155066,0.0,12754765.958319776,983512.156420141,10777179.382206023,0.0,0.17194655703812823,0.17193626371177438,0.17194655703882123,0.17193626371072716 
 01/17  16:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,416448.77075765418,287520.37442069078,197441.66055081244,200072.3274790928,16.798101201870514,16.79835344872335,16.58517031198116,16.760412257203194,6.467913695257213,6.419224613558207,6.467913689854286,6.419224589365338,19.99999999999997,41.30141304797777,20.0,24.0,20.00000000000008,41.16383064313549,20.0,24.0,19.999999999999898,41.30141385719771,20.0,24.0,19.999999999999984,41.16383186878632,20.0,24.0,12676424.85932529,767130.1766833081,10751409.136316268,0.0,12717493.60506102,687282.2045070084,10750669.179291627,0.0,12765539.538794555,767190.8522451781,10751409.136323601,0.0,12661233.396258409,687249.4949485733,10750669.179293616,0.0,0.1719661269886957,0.17196126256473685,0.1719661269886105,0.1719612625649968 
 01/17  17:00:00,3307500.0,3307500.0,3307500.0,3307500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,38224.465849873974,28174.55017885408,21209.450097827794,23659.1428015681,16.6168261693796,16.666455685304738,16.521497569643868,16.69345912548234,6.191280153808236,6.0858065148257449,6.191280179268237,6.085806519932743,19.999999999999969,40.52187217588642,20.0,24.0,19.999999999999984,40.22761491270961,20.0,24.0,19.999999999999944,40.521872580223888,20.0,24.0,20.000000000000179,40.22761410835647,20.0,24.0,13369230.27028879,595982.8965908269,10657985.654622993,0.0,13380703.143433238,531350.1443989365,10657397.265094094,0.0,13368929.036371917,595983.8369634725,10657985.654647567,0.0,13277374.379481907,531304.165860691,10657397.265064549,0.0,0.1719788841602596,0.1719684730640696,0.17197888416066765,0.1719684730635613 
 01/17  18:00:00,2463750.0,2463750.0,2463750.0,2463750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,16.554097264633943,16.622027559807859,16.511084548539207,16.678339772622555,5.968382722612248,5.965031198206585,5.968382715487689,5.96503116716488,20.000000000000005,39.901059435040917,20.0,24.0,19.99999999999989,39.89263783773202,20.0,24.0,19.999999999999877,39.901060609813409,20.0,24.0,19.999999999999998,39.89263666489193,20.0,24.0,13817411.439008993,222591.4938500551,10691166.11678009,0.0,13817115.511685119,200117.43384115533,10690961.159185356,0.0,13773107.553919224,222583.81716779879,10691166.116778668,0.0,13691410.54347708,200096.2021396852,10690961.159191844,0.0,0.171989698910428,0.1719894023454324,0.17198969891033134,0.17198940234561986 
 01/17  19:00:00,1620000.0,1620000.0,1620000.0,1620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,15.56481021746589,15.662322794290299,15.621802179649697,15.814191194613807,5.701565721201752,5.624527951002832,5.70156566521285,5.624527826541666,16.055073130222835,50.212702185081869,16.0,100.0,16.043695211268639,49.9804072208243,16.0,100.0,16.05530248754565,50.21200344071888,16.0,100.0,16.043874088815668,49.97988454379558,16.0,100.0,8093517.630633768,576470.5986487564,7282700.41577665,0.0,8076484.981267895,466698.91846968766,7425669.274691362,0.0,8004451.157506053,576509.9062392686,7282929.976031575,0.0,7954030.194083908,470768.8367926023,7425888.593350066,0.0,0.1695080847441153,0.169494474742085,0.1695082184354707,0.16949457900385415 
 01/17  20:00:00,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,14.677422225146908,14.787679410293949,14.780678470776751,14.984713690837405,5.362802783728841,5.268739088248668,5.362802828241429,5.2687390869552559,16.000000034858468,49.20788502882457,16.0,100.0,16.000001145004587,48.88684604066834,16.0,100.0,16.000000034929003,49.20788503145351,16.0,100.0,16.000001163656255,48.88684603881264,16.0,100.0,507635.93434409287,254911.4350553393,7732722.410759801,0.0,413492.906239725,179554.77487508377,7732221.877851922,0.0,397698.9381045744,254887.16399811055,7732722.4111708649,0.0,267018.2605539621,179531.9861782167,7732221.927200772,0.0,0.1696216891901902,0.1696129800023579,0.16962168919030294,0.16961298001324799 
 01/17  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.863758685833523,13.98121164610395,13.973643031724104,14.175147342328847,5.273200457889652,5.270017046050482,5.27320041781105,5.270017075718179,16.00000000000047,48.90212253130726,16.0,100.0,16.00000000075381,48.89276542977561,16.0,100.0,16.00000000000047,48.902122277057838,16.0,100.0,16.000000000790178,48.89276544435984,16.0,100.0,1089218.4295370358,36792.841774155306,7802798.747081991,0.0,1013363.5953068278,17140.286411548095,7802614.310907855,0.0,954173.6182569519,36788.758881948685,7802798.747079817,0.0,835557.463070763,17137.84238582364,7802614.311005893,0.0,0.16967807244078426,0.16967782141808608,0.16967807244066467,0.16967782141850352 
 01/17  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.546675652436284,13.66155393801448,13.64115606415811,13.829743777640708,5.597846883904537,5.791074815825655,5.597846864354174,5.791074858134589,16.0,50.01937888042894,16.0,100.0,16.000000000000509,50.694778465498817,16.0,100.0,16.0,50.01937936965584,16.0,100.0,16.000000000000545,50.69477874937483,16.0,100.0,1490837.3212440082,0.0,7556704.507874855,0.0,1285938.6485274006,0.0,7557560.29486073,0.0,1360838.5044372273,0.0,7556704.507858153,0.0,1113082.1143471266,0.0,7557560.294893374,0.0,0.1697370384933519,0.16975539060491408,0.16973703849301628,0.16975539060553095 
